 ,Poll,Total voter,Yes(percent),No(percent),No comment(percent)
18 October 2021,ঘরের মাঠে ধীরগতির উইকেটে খেলে জয় পেলেও নিজেদের মান বাড়ানো যায় না—সাবেক অধিনায়ক গাজী আশরাফ হোসেনের এ মন্তব্যের সঙ্গে আপনি কি একমত?,2964,97,2,1
17 October 2021,"ই–কমার্স লেনদেন কমার আশঙ্কায় অনুমোদনহীন গেটওয়ে (পিএসও) বন্ধে ধীরে চলো নীতি নিয়েছে কেন্দ্রীয় ব্যাংক, এই নীতির সঙ্গে আপনি কি একমত?",1981,10,87,3
16 October 2021,সময় ও সুযোগ পেলে চার মাসের মধ্যেই সব জটিলতা গুছিয়ে তোলা সম্ভব—ইভ্যালির এমডি রাসেলের এ বক্তব্যে আপনার আস্থা আছে কি?,116455,30,70,0
16 October 2021,ইউনিয়ন পরিষদ নির্বাচনে আওয়ামী লীগের মনোনয়ন পাওয়া অনেক চেয়ারম্যান প্রার্থীর বিরুদ্ধে সরকারি ত্রাণ আত্মসাৎসহ বিভিন্ন অভিযোগ তুলেছেন তৃণমূলের নেতারা। কেলেঙ্কারিতে জড়িত ব্যক্তিদের বাদ দেওয়া হবে বলে আপনি মনে করেন কি?,4868,11,88,1
14 October 2021,দেশের বিভিন্ন সমস্যা থেকে জনগণের দৃষ্টি ভিন্ন দিকে সরিয়ে নিতে কুমিল্লার ঘটনা ঘটানো হয়েছে বলে অভিযোগ করেছেন বিএনপির মহাসচিব মির্জা ফখরুল ইসলাম আলমগীর। আপনি কি তা মনে করেন?,4945,80,17,3
13 October 2021,দেশপ্রেমিক মানুষেরা রাজনীতির মাঠে টিকতে পারছেন না—জাপা চেয়ারম্যান জি এম কাদেরের এ বক্তব্যের সঙ্গে আপনি কি একমত?,5849,96,3,1
12 October 2021,ভোজ্যতেল–চিনির মূল্যবৃদ্ধিতে লাগাম টানতে ব্যবসায়ীদের কর ছাড়ের প্রস্তাব করেছে বাণিজ্য মন্ত্রণালয়। ব্যবসায়ীদের কর ছাড় দেওয়া হলে জনগণ তার সুফল পাবে বলে মনে করেন?,6611,4,95,1
11 October 2021,আগামী জানুয়ারির মধ্যে দেশের আট কোটি মানুষকে দুই ডোজ করোনার টিকা দেওয়ার পরিকল্পনা জানিয়েছেন স্বাস্থ্যমন্ত্রী জাহিদ মালেক। তা সম্ভব হবে বলে আপনি মনে করেন কি?,5733,15,83,2
10 October 2021,"ইসি গঠন-নির্বাচনপ্রক্রিয়া নিয়ে সমঝোতা না হলে অরাজকতার আশঙ্কা করেছেন নির্বাচন কমিশনার মাহবুব তালুকদার, তাঁর এই আশঙ্কা যৌক্তিক মনে করেন কি?",6798,89,9,2
9 October 2021,পোশাকশিল্পের মালিকেরা ট্রেড ইউনিয়ন ভয় পান—শ্রমিকনেতা বাবুল আক্তারের এ বক্তব্যের সঙ্গে আপনি কি একমত?,2840,93,6,1
8 October 2021,ই-কমার্সে ক্ষতিগ্রস্ত গ্রাহকদের দায় নেবে না সরকার—বাণিজ্যমন্ত্রীর এ বক্তব্যের সঙ্গে আপনি কি একমত?,7268,14,85,1
7 October 2021,উৎসে করের টাকা জমা হবে স্বয়ংক্রিয়ভাবে—এনবিআরের এ উদ্যোগে ভোগান্তি কমবে বলে মনে করেন কি?,1990,83,14,3
6 October 2021,"কয়েক মাস ধরে প্রবাসী আয় কমলেও অর্থমন্ত্রী মনে করেন, দু-তিন মাসের মধ্যেই তা স্বাভাবিক অবস্থায় চলে আসবে—আপনিও কি তাই মনে করেন?",2548,17,81,2
